,Montant,Type,Timestamp,Origine,Destination,TransactionFrequency,TimeOfDay,DayOfWeek,TransactionDuration,AmountDifference,Cluster
0,-0.22702139010881153,PAYMENT,2018-06-12 11:05:06,339240351832,339201848484,1,Morning,1.0,300.0,0.0,0
1,-0.22666479967938394,PAYMENT,2018-06-12 11:05:51,18222,3394444444444,1,Morning,1.0,45.0,0.00035659042942759456,0
